latitude,longitude,state,zipCode,Sum [premium],Mean [premium],Count [premium]
43.1476519,-108.65941826666668,WY,82516,2375.34,2375.34,1.0
43.140352113333336,-110.01386262666666,WY,82925,5662.92,5662.92,1.0
41.29919915,-106.14454785,WY,82055,1488.09,1488.09,1.0
41.17124854,-104.45212873999999,WY,82053,5432.88,5432.88,1.0
